product_id,sku,name,brand,category,subcategory,price,unit_cost,weight_oz,is_store_brand,is_rx,popularity_score,avg_units_per_store_per_week,rx_generic_name,rx_therapeutic_class,rx_days_supply
1700,097482079419,"Contour Next Lancets, 60 CT",Contour,Diabetes & Blood Sugar,Lancets,15.48,6.76,4.4,False,False,0.418,13.45,,,
1701,061606870909,"Contour Next Lancets, 60 CT Jumbo Pack",Contour,Diabetes & Blood Sugar,Lancets,43.34,21.94,11.1,False,False,0.3526,1.11,,,
1702,090447031729,Contour Next One Blood Glucose Monitoring System,Contour,Diabetes & Blood Sugar,Meter,19.99,9.68,8.0,False,False,0.4361,14.17,,,
1703,033738829209,Contour Next One Blood Glucose Monitoring System 2 Pack,Contour,Diabetes & Blood Sugar,Meter,36.98,15.83,13.3,False,False,0.3607,3.43,,,
1704,067404963805,"FreeStyle Lancets, 100 CT",FreeStyle,Diabetes & Blood Sugar,Lancets,23.98,12.55,6.8,False,False,0.3289,3.99,,,
1705,063948929581,"FreeStyle Lancets, 100 CT Max Pack",FreeStyle,Diabetes & Blood Sugar,Lancets,62.35,23.41,15.9,False,False,0.2875,3.46,,,
1706,041509723199,"FreeStyle Lancets, 200 CT",FreeStyle,Diabetes & Blood Sugar,Lancets,32.37,16.45,12.8,False,False,0.2967,4.55,,,
1707,058248406870,"FreeStyle Lancets, 200 CT Family Size",FreeStyle,Diabetes & Blood Sugar,Lancets,71.21,34.12,25.3,False,False,0.2271,4.02,,,
1708,058813387931,"FreeStyle Lancets, 30 CT",FreeStyle,Diabetes & Blood Sugar,Lancets,11.99,4.57,2.6,False,False,0.3448,3.4,,,
1709,006910640893,"FreeStyle Lancets, 30 CT Jumbo Pack",FreeStyle,Diabetes & Blood Sugar,Lancets,33.57,13.68,6.6,False,False,0.2482,4.09,,,
1710,053092423998,"FreeStyle Lancets, 60 CT",FreeStyle,Diabetes & Blood Sugar,Lancets,18.58,8.11,4.4,False,False,0.3871,1.12,,,
1711,034353620936,"FreeStyle Lancets, 60 CT Value Size",FreeStyle,Diabetes & Blood Sugar,Lancets,33.44,12.15,7.1,False,False,0.3465,1.34,,,
1712,038352142741,FreeStyle Lite Blood Glucose Monitoring System,FreeStyle,Diabetes & Blood Sugar,Meter,19.99,10.56,8.0,False,False,0.3854,1.58,,,
1713,081674596143,FreeStyle Lite Blood Glucose Monitoring System 3 Pack,FreeStyle,Diabetes & Blood Sugar,Meter,52.97,25.33,19.1,False,False,0.3036,2.48,,,
1714,097375215832,"FreeStyle Lite Blood Glucose Test Strips, 100 CT",FreeStyle,Diabetes & Blood Sugar,Test Strips,65.98,28.28,6.8,False,False,0.5256,8.57,,,
1715,091471605917,"FreeStyle Lite Blood Glucose Test Strips, 100 CT Jumbo Pack",FreeStyle,Diabetes & Blood Sugar,Test Strips,184.74,94.47,17.1,False,False,0.4733,14.01,,,
1716,019842956017,"FreeStyle Lite Blood Glucose Test Strips, 100 CT Super Size",FreeStyle,Diabetes & Blood Sugar,Test Strips,128.66,52.84,11.9,False,False,0.45,9.42,,,
1717,091069936942,"FreeStyle Lite Blood Glucose Test Strips, 200 CT",FreeStyle,Diabetes & Blood Sugar,Test Strips,89.07,37.0,12.8,False,False,0.466,6.7,,,
1718,044273035895,"FreeStyle Lite Blood Glucose Test Strips, 200 CT Max Pack",FreeStyle,Diabetes & Blood Sugar,Test Strips,231.58,124.98,30.0,False,False,0.3689,3.05,,,
1719,010683516217,"FreeStyle Lite Blood Glucose Test Strips, 30 CT",FreeStyle,Diabetes & Blood Sugar,Test Strips,32.99,14.09,2.6,False,False,0.4676,13.45,,,
1720,025364161884,"FreeStyle Lite Blood Glucose Test Strips, 30 CT Max Pack",FreeStyle,Diabetes & Blood Sugar,Test Strips,85.77,41.83,6.1,False,False,0.422,11.34,,,
1721,092877909562,"FreeStyle Lite Blood Glucose Test Strips, 60 CT",FreeStyle,Diabetes & Blood Sugar,Test Strips,51.13,27.34,4.4,False,False,0.4707,10.26,,,
1722,094439093726,"FreeStyle Lite Blood Glucose Test Strips, 60 CT Max Pack",FreeStyle,Diabetes & Blood Sugar,Test Strips,132.94,64.1,10.3,False,False,0.3749,3.3,,,
1723,038957132475,"OneTouch Delica Plus Lancets, 100 CT",OneTouch,Diabetes & Blood Sugar,Lancets,29.98,13.31,6.8,False,False,0.3969,1.36,,,
1724,000940582673,"OneTouch Delica Plus Lancets, 100 CT Economy Pack",OneTouch,Diabetes & Blood Sugar,Lancets,74.95,33.57,15.3,False,False,0.3107,2.37,,,
1725,046471687173,"OneTouch Delica Plus Lancets, 200 CT",OneTouch,Diabetes & Blood Sugar,Lancets,40.47,18.35,12.8,False,False,0.3466,3.53,,,
1726,009202529494,"OneTouch Delica Plus Lancets, 200 CT Max Pack",OneTouch,Diabetes & Blood Sugar,Lancets,105.22,42.12,30.0,False,False,0.2619,2.07,,,
1727,034473686812,"OneTouch Delica Plus Lancets, 30 CT",OneTouch,Diabetes & Blood Sugar,Lancets,14.99,6.06,2.6,False,False,0.3448,2.16,,,
1728,008252082973,"OneTouch Delica Plus Lancets, 30 CT Super Size",OneTouch,Diabetes & Blood Sugar,Lancets,29.23,13.23,4.6,False,False,0.2961,2.25,,,
1729,021169357842,"OneTouch Delica Plus Lancets, 60 CT",OneTouch,Diabetes & Blood Sugar,Lancets,23.23,12.34,4.4,False,False,0.4198,13.89,,,
1730,086027889361,"OneTouch Delica Plus Lancets, 60 CT Value Size",OneTouch,Diabetes & Blood Sugar,Lancets,41.81,19.37,7.1,False,False,0.3391,2.39,,,
1731,007966840237,"OneTouch Ultra Lancets Fine Point, 100 CT",OneTouch,Diabetes & Blood Sugar,Lancets,25.98,10.68,6.8,False,False,0.4779,12.91,,,
1732,024983673297,"OneTouch Ultra Lancets Fine Point, 100 CT Club Pack",OneTouch,Diabetes & Blood Sugar,Lancets,77.94,35.35,18.4,False,False,0.3825,2.65,,,
1733,048682676588,"OneTouch Ultra Lancets Fine Point, 200 CT",OneTouch,Diabetes & Blood Sugar,Lancets,35.07,14.13,12.8,False,False,0.4682,8.09,,,
1734,041793994947,"OneTouch Ultra Lancets Fine Point, 200 CT Bonus Size",OneTouch,Diabetes & Blood Sugar,Lancets,57.87,27.88,19.0,False,False,0.3726,4.07,,,
1735,043382165295,"OneTouch Ultra Lancets Fine Point, 30 CT",OneTouch,Diabetes & Blood Sugar,Lancets,12.99,6.86,2.6,False,False,0.4101,4.67,,,
1736,087622721858,"OneTouch Ultra Lancets Fine Point, 30 CT Stock Up Size",OneTouch,Diabetes & Blood Sugar,Lancets,31.18,15.71,5.6,False,False,0.3657,2.18,,,
1737,099061936359,"OneTouch Ultra Lancets Fine Point, 60 CT",OneTouch,Diabetes & Blood Sugar,Lancets,20.13,9.81,4.4,False,False,0.4626,7.34,,,
1738,070478365857,"OneTouch Ultra Lancets Fine Point, 60 CT Super Size",OneTouch,Diabetes & Blood Sugar,Lancets,39.25,18.0,7.7,False,False,0.4128,6.85,,,
1739,098065744908,"OneTouch Verio Blood Glucose Test Strips, 100 CT",OneTouch,Diabetes & Blood Sugar,Test Strips,69.98,35.66,6.8,False,False,0.6072,9.98,,,
1740,053975130944,"OneTouch Verio Blood Glucose Test Strips, 100 CT Bonus Size",OneTouch,Diabetes & Blood Sugar,Test Strips,115.47,44.42,10.1,False,False,0.5559,11.7,,,
1741,076183773963,"OneTouch Verio Blood Glucose Test Strips, 100 CT Family Size",OneTouch,Diabetes & Blood Sugar,Test Strips,153.96,80.86,13.5,False,False,0.5423,10.66,,,
1742,007505844696,"OneTouch Verio Blood Glucose Test Strips, 200 CT",OneTouch,Diabetes & Blood Sugar,Test Strips,94.47,36.95,12.8,False,False,0.6102,12.48,,,
1743,053894801505,"OneTouch Verio Blood Glucose Test Strips, 200 CT Bulk Pack",OneTouch,Diabetes & Blood Sugar,Test Strips,330.64,170.64,40.3,False,False,0.567,5.2,,,
1744,019404951122,"OneTouch Verio Blood Glucose Test Strips, 200 CT Max Pack",OneTouch,Diabetes & Blood Sugar,Test Strips,245.62,117.77,30.0,False,False,0.5627,8.96,,,
1745,095313626672,"OneTouch Verio Blood Glucose Test Strips, 30 CT",OneTouch,Diabetes & Blood Sugar,Test Strips,34.99,13.97,2.6,False,False,0.5586,8.81,,,
1746,013268363213,"OneTouch Verio Blood Glucose Test Strips, 30 CT Stock Up Size",OneTouch,Diabetes & Blood Sugar,Test Strips,83.98,33.94,5.6,False,False,0.471,9.82,,,
1747,044406857905,"OneTouch Verio Blood Glucose Test Strips, 30 CT Value Size",OneTouch,Diabetes & Blood Sugar,Test Strips,62.98,28.81,4.2,False,False,0.4878,4.76,,,
1748,015269197293,"OneTouch Verio Blood Glucose Test Strips, 60 CT",OneTouch,Diabetes & Blood Sugar,Test Strips,54.23,25.55,4.4,False,False,0.5677,6.03,,,
1749,038252719883,"OneTouch Verio Blood Glucose Test Strips, 60 CT Club Pack",OneTouch,Diabetes & Blood Sugar,Test Strips,162.69,88.39,11.9,False,False,0.4716,12.76,,,
1750,077059481159,"OneTouch Verio Blood Glucose Test Strips, 60 CT Super Size",OneTouch,Diabetes & Blood Sugar,Test Strips,105.75,57.82,7.7,False,False,0.4683,3.04,,,
1751,093741292612,OneTouch Verio Reflect Blood Glucose Meter,OneTouch,Diabetes & Blood Sugar,Meter,29.99,11.63,8.0,False,False,0.5161,14.21,,,
1752,031808735931,OneTouch Verio Reflect Blood Glucose Meter 2 Pack,OneTouch,Diabetes & Blood Sugar,Meter,55.48,29.71,13.3,False,False,0.4225,8.46,,,
1753,064401700105,OneTouch Verio Reflect Blood Glucose Meter 3 Pack,OneTouch,Diabetes & Blood Sugar,Meter,79.47,43.56,19.1,False,False,0.4265,10.0,,,
1754,082240038142,"OneTouch Verio Test Strips, 120 CT",OneTouch,Diabetes & Blood Sugar,Test Strips,82.48,33.44,8.0,False,False,0.5224,9.81,,,
1755,055001464801,"OneTouch Verio Test Strips, 120 CT Economy Pack",OneTouch,Diabetes & Blood Sugar,Test Strips,206.2,80.38,18.0,False,False,0.4423,3.61,,,
1756,062756079129,"OneTouch Verio Test Strips, 120 CT Family Size",OneTouch,Diabetes & Blood Sugar,Test Strips,181.46,79.03,15.8,False,False,0.4668,14.78,,,
1757,020678148460,"OneTouch Verio Test Strips, 250 CT",OneTouch,Diabetes & Blood Sugar,Test Strips,131.98,61.91,15.8,False,False,0.4991,8.72,,,
1758,068834094572,"OneTouch Verio Test Strips, 250 CT Super Size",OneTouch,Diabetes & Blood Sugar,Test Strips,257.36,109.99,27.7,False,False,0.413,4.43,,,
1759,005974922600,"OneTouch Verio Test Strips, 400 CT",OneTouch,Diabetes & Blood Sugar,Test Strips,175.97,67.96,24.8,False,False,0.5194,7.34,,,
1760,041778883280,"OneTouch Verio Test Strips, 400 CT Max Pack",OneTouch,Diabetes & Blood Sugar,Test Strips,457.52,233.45,58.0,False,False,0.4409,3.65,,,
1761,072658969947,"OneTouch Verio Test Strips, 400 CT Stock Up Size",OneTouch,Diabetes & Blood Sugar,Test Strips,422.33,219.37,53.6,False,False,0.4511,6.33,,,
1762,087348485737,"OneTouch Verio Test Strips, 60 CT",OneTouch,Diabetes & Blood Sugar,Test Strips,54.99,25.28,4.4,False,False,0.4883,6.22,,,
1763,075811912668,"OneTouch Verio Test Strips, 60 CT Stock Up Size",OneTouch,Diabetes & Blood Sugar,Test Strips,131.98,66.88,9.5,False,False,0.4022,14.11,,,
1764,040255345150,"Align Extra Strength Probiotic Supplement Capsules, 100 CT",Align,Digestive Health,Capsules,69.98,34.1,6.8,False,False,0.416,5.46,,,
1765,023590500422,"Align Extra Strength Probiotic Supplement Capsules, 100 CT Family Size",Align,Digestive Health,Capsules,153.96,81.33,13.5,False,False,0.3209,3.27,,,
1766,054073060621,"Align Extra Strength Probiotic Supplement Capsules, 200 CT",Align,Digestive Health,Capsules,94.47,33.25,12.8,False,False,0.4275,7.05,,,
1767,096281396222,"Align Extra Strength Probiotic Supplement Capsules, 200 CT Club Pack",Align,Digestive Health,Capsules,283.41,134.58,34.6,False,False,0.3621,2.11,,,
1768,066575967773,"Align Extra Strength Probiotic Supplement Capsules, 30 CT",Align,Digestive Health,Capsules,34.99,15.25,2.6,False,False,0.386,1.92,,,
1769,006117095663,"Align Extra Strength Probiotic Supplement Capsules, 30 CT Jumbo Pack",Align,Digestive Health,Capsules,97.97,46.4,6.6,False,False,0.3225,3.28,,,
1770,019600241805,"Align Extra Strength Probiotic Supplement Capsules, 60 CT",Align,Digestive Health,Capsules,54.23,21.87,4.4,False,False,0.3802,3.21,,,
1771,079729873523,"Align Extra Strength Probiotic Supplement Capsules, 60 CT Bulk Pack",Align,Digestive Health,Capsules,189.8,98.35,13.9,False,False,0.2819,1.61,,,
1772,022620511780,"Align Probiotic Gummies Natural Fruit Flavors, 120 CT",Align,Digestive Health,Gummies,34.48,15.89,8.0,False,False,0.4285,6.8,,,
1773,014861867481,"Align Probiotic Gummies Natural Fruit Flavors, 120 CT Club Pack",Align,Digestive Health,Gummies,103.44,40.75,21.6,False,False,0.3737,4.22,,,
1774,078722617592,"Align Probiotic Gummies Natural Fruit Flavors, 250 CT",Align,Digestive Health,Gummies,55.18,28.42,15.8,False,False,0.4666,5.44,,,
1775,018479341043,"Align Probiotic Gummies Natural Fruit Flavors, 250 CT Bonus Size",Align,Digestive Health,Gummies,91.05,43.09,23.5,False,False,0.3805,4.82,,,
1776,068861524837,"Align Probiotic Gummies Natural Fruit Flavors, 400 CT",Align,Digestive Health,Gummies,73.57,27.09,24.8,False,False,0.4662,11.89,,,
1777,019634515385,"Align Probiotic Gummies Natural Fruit Flavors, 400 CT Jumbo Pack",Align,Digestive Health,Gummies,206.0,112.42,62.5,False,False,0.4025,6.24,,,
1778,076753074865,"Align Probiotic Gummies Natural Fruit Flavors, 60 CT",Align,Digestive Health,Gummies,22.99,10.28,4.4,False,False,0.4333,4.15,,,
1779,075727775968,"Align Probiotic Gummies Natural Fruit Flavors, 60 CT Super Size",Align,Digestive Health,Gummies,44.83,23.27,7.7,False,False,0.3455,1.88,,,
1780,077342256136,"Align Probiotic Supplement Capsules, 100 CT",Align,Digestive Health,Capsules,59.98,26.51,6.8,False,False,0.4926,4.99,,,
1781,053810964956,"Align Probiotic Supplement Capsules, 100 CT Family Size",Align,Digestive Health,Capsules,131.96,50.77,13.5,False,False,0.4249,5.64,,,
1782,065027574590,"Align Probiotic Supplement Capsules, 200 CT",Align,Digestive Health,Capsules,80.97,30.08,12.8,False,False,0.4939,5.87,,,
1783,097829785652,"Align Probiotic Supplement Capsules, 200 CT Super Size",Align,Digestive Health,Capsules,157.89,65.0,22.5,False,False,0.4523,9.96,,,
1784,001789087619,"Align Probiotic Supplement Capsules, 30 CT",Align,Digestive Health,Capsules,29.99,14.09,2.6,False,False,0.4969,7.64,,,
1785,026547770381,"Align Probiotic Supplement Capsules, 30 CT Max Pack",Align,Digestive Health,Capsules,77.97,30.62,6.1,False,False,0.4053,4.2,,,
1786,025037751787,"Align Probiotic Supplement Capsules, 60 CT",Align,Digestive Health,Capsules,46.48,17.03,4.4,False,False,0.5328,11.55,,,
1787,092206739761,"Align Probiotic Supplement Capsules, 60 CT Max Pack",Align,Digestive Health,Capsules,120.85,52.99,10.3,False,False,0.4487,11.87,,,
1788,085361812820,"Align Probiotic Supplement Capsules, 60 CT Stock Up Size",Align,Digestive Health,Capsules,111.55,47.62,9.5,False,False,0.4518,10.38,,,
1789,063643107710,"Beano Extra Strength Gas Prevention Tablets, 100 CT",Beano,Digestive Health,Tablets,17.98,7.66,6.8,False,False,0.414,9.5,,,
1790,016244218750,"Beano Extra Strength Gas Prevention Tablets, 100 CT Bonus Size",Beano,Digestive Health,Tablets,29.67,12.0,10.1,False,False,0.3487,4.53,,,
1791,045062130739,"Beano Extra Strength Gas Prevention Tablets, 200 CT",Beano,Digestive Health,Tablets,24.27,10.88,12.8,False,False,0.4236,12.48,,,
1792,019047610172,"Beano Extra Strength Gas Prevention Tablets, 200 CT Stock Up Size",Beano,Digestive Health,Tablets,58.25,26.49,27.6,False,False,0.3513,2.29,,,
1793,081233447817,"Beano Extra Strength Gas Prevention Tablets, 30 CT",Beano,Digestive Health,Tablets,8.99,4.04,2.6,False,False,0.4329,10.39,,,
1794,054983980842,"Beano Extra Strength Gas Prevention Tablets, 30 CT Economy Pack",Beano,Digestive Health,Tablets,22.48,11.64,5.9,False,False,0.3643,3.43,,,
1795,030173213662,"Beano Extra Strength Gas Prevention Tablets, 60 CT",Beano,Digestive Health,Tablets,13.93,5.91,4.4,False,False,0.4547,11.44,,,
1796,095133708039,"Beano Extra Strength Gas Prevention Tablets, 60 CT Bonus Size",Beano,Digestive Health,Tablets,22.98,10.8,6.5,False,False,0.3796,3.8,,,
1797,083090396376,"Beano Gas Prevention Meltaways Strawberry, 100 CT",Beano,Digestive Health,Meltaways,18.88,8.03,6.8,False,False,0.3761,4.15,,,
1798,036709679230,"Beano Gas Prevention Meltaways Strawberry, 100 CT Bonus Size",Beano,Digestive Health,Meltaways,31.15,12.19,10.1,False,False,0.3132,2.26,,,
1799,041410226130,"Beano Gas Prevention Meltaways Strawberry, 200 CT",Beano,Digestive Health,Meltaways,25.62,11.04,12.8,False,False,0.311,2.0,,,
1800,016538433258,"Beano Gas Prevention Meltaways Strawberry, 200 CT Bonus Size",Beano,Digestive Health,Meltaways,42.27,17.25,19.0,False,False,0.2172,1.92,,,
1801,014065201654,"Beano Gas Prevention Meltaways Strawberry, 24 CT",Beano,Digestive Health,Meltaways,8.99,4.23,2.2,False,False,0.3618,2.88,,,
1802,037887297872,"Beano Gas Prevention Meltaways Strawberry, 24 CT Family Size",Beano,Digestive Health,Meltaways,19.78,7.02,4.4,False,False,0.3176,4.74,,,
1803,062571377257,"Beano Gas Prevention Meltaways Strawberry, 325 CT",Beano,Digestive Health,Meltaways,31.46,12.55,20.3,False,False,0.3099,3.79,,,
1804,071842051925,"Beano Gas Prevention Meltaways Strawberry, 325 CT Super Size",Beano,Digestive Health,Meltaways,61.35,27.02,35.6,False,False,0.2254,4.2,,,
1805,041530079180,"Beano Gas Prevention Meltaways Strawberry, 50 CT",Beano,Digestive Health,Meltaways,13.93,5.96,3.8,False,False,0.3827,2.38,,,
1806,005592994614,"Beano Gas Prevention Meltaways Strawberry, 50 CT Value Size",Beano,Digestive Health,Meltaways,25.07,10.68,6.2,False,False,0.309,2.96,,,
1807,069941583843,Benefiber On-the-Go Prebiotic Fiber Powder Stick Packs,Benefiber,Digestive Health,Powder,10.99,5.44,8.0,False,False,0.368,4.64,,,
1808,025318193664,"Benefiber Original Prebiotic Fiber Supplement Powder, 12 OZ",Benefiber,Digestive Health,Powder,19.49,7.17,13.1,False,False,0.5273,6.06,,,
1809,072666600092,"Benefiber Original Prebiotic Fiber Supplement Powder, 12 OZ Bulk Pack",Benefiber,Digestive Health,Powder,68.21,26.99,41.3,False,False,0.4497,7.4,,,
1810,053378509590,"Benefiber Original Prebiotic Fiber Supplement Powder, 12 OZ Max Pack",Benefiber,Digestive Health,Powder,50.67,27.84,30.7,False,False,0.475,8.74,,,
1811,046940697566,"Benefiber Original Prebiotic Fiber Supplement Powder, 16 OZ",Benefiber,Digestive Health,Powder,23.98,9.2,17.3,False,False,0.5487,13.24,,,
1812,054871542176,"Benefiber Original Prebiotic Fiber Supplement Powder, 16 OZ Stock Up Size",Benefiber,Digestive Health,Powder,57.55,27.57,37.4,False,False,0.4916,10.19,,,
1813,025726619411,"Benefiber Original Prebiotic Fiber Supplement Powder, 16 OZ Value Size",Benefiber,Digestive Health,Powder,43.16,22.1,28.0,False,False,0.4505,13.15,,,
1814,013104668762,"Benefiber Original Prebiotic Fiber Supplement Powder, 8 OZ",Benefiber,Digestive Health,Powder,14.99,8.18,8.9,False,False,0.5248,7.37,,,
1815,079147095286,"Benefiber Original Prebiotic Fiber Supplement Powder, 8 OZ Jumbo Pack",Benefiber,Digestive Health,Powder,41.97,21.07,22.4,False,False,0.452,4.08,,,
1816,032244939211,"Benefiber Original Prebiotic Fiber Supplement Powder, 8 OZ Super Size",Benefiber,Digestive Health,Powder,29.23,15.58,15.6,False,False,0.4266,4.11,,,
1817,074775376998,"Benefiber Prebiotic Fiber Chewable Tablets, 120 CT",Benefiber,Digestive Health,Chewables,19.48,9.53,8.0,False,False,0.4581,3.6,,,
1818,039240583622,"Benefiber Prebiotic Fiber Chewable Tablets, 120 CT Economy Pack",Benefiber,Digestive Health,Chewables,48.7,17.82,18.0,False,False,0.4131,14.18,,,
1819,066419172264,"Benefiber Prebiotic Fiber Chewable Tablets, 250 CT",Benefiber,Digestive Health,Chewables,31.18,13.74,15.8,False,False,0.422,6.52,,,
1820,044530032254,"Benefiber Prebiotic Fiber Chewable Tablets, 250 CT Stock Up Size",Benefiber,Digestive Health,Chewables,74.83,39.04,34.1,False,False,0.3605,2.11,,,
1821,009442283811,"Benefiber Prebiotic Fiber Chewable Tablets, 400 CT",Benefiber,Digestive Health,Chewables,41.57,22.16,24.8,False,False,0.4026,5.75,,,
1822,040320967867,"Benefiber Prebiotic Fiber Chewable Tablets, 400 CT Jumbo Pack",Benefiber,Digestive Health,Chewables,116.4,47.99,62.5,False,False,0.3276,3.08,,,
1823,027116405024,"Benefiber Prebiotic Fiber Chewable Tablets, 60 CT",Benefiber,Digestive Health,Chewables,12.99,5.15,4.4,False,False,0.438,4.11,,,
1824,045386589046,"Benefiber Prebiotic Fiber Chewable Tablets, 60 CT Value Size",Benefiber,Digestive Health,Chewables,23.38,8.43,7.1,False,False,0.3486,3.62,,,
1825,080596478827,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 120 CT",CVS Health,Digestive Health,Chewables,7.49,2.75,8.0,True,False,0.6338,14.45,,,
1826,000826974318,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 120 CT Max Pack",CVS Health,Digestive Health,Chewables,19.47,7.62,18.7,True,False,0.5657,5.11,,,
1827,038620847316,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 120 CT Stock Up Size",CVS Health,Digestive Health,Chewables,17.98,5.97,17.3,True,False,0.5653,14.3,,,
1828,089915285030,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 250 CT",CVS Health,Digestive Health,Chewables,11.98,4.6,15.8,True,False,0.6016,5.83,,,
1829,037929532718,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 250 CT Jumbo Pack",CVS Health,Digestive Health,Chewables,33.54,12.45,39.8,True,False,0.5135,5.34,,,
1830,087051904044,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 250 CT Super Size",CVS Health,Digestive Health,Chewables,23.36,8.34,27.7,True,False,0.5269,3.81,,,
1831,084496055188,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 400 CT",CVS Health,Digestive Health,Chewables,15.97,4.24,24.8,True,False,0.5832,12.81,,,
1832,064842691468,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 400 CT Jumbo Pack",CVS Health,Digestive Health,Chewables,44.72,12.38,62.5,True,False,0.4942,4.49,,,
1833,045558501821,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 400 CT Super Size",CVS Health,Digestive Health,Chewables,31.14,9.95,43.5,True,False,0.5173,12.13,,,
1834,085096771386,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 60 CT",CVS Health,Digestive Health,Chewables,4.99,1.79,4.4,True,False,0.66,4.83,,,
1835,098371513212,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 60 CT Bonus Size",CVS Health,Digestive Health,Chewables,8.23,3.21,6.5,True,False,0.581,5.95,,,
1836,091806257637,"CVS Health Antacid Calcium Carbonate Ultra Strength Chewables Assorted Fruit, 60 CT Value Size",CVS Health,Digestive Health,Chewables,8.98,2.26,7.1,True,False,0.5929,13.26,,,
1837,003031792401,CVS Health Bisacodyl 10mg Medicated Laxative Suppositories,CVS Health,Digestive Health,Suppositories,7.24,2.64,8.0,True,False,0.2294,3.05,,,
1838,051479385679,CVS Health Bisacodyl 10mg Medicated Laxative Suppositories Twin Pack,CVS Health,Digestive Health,Suppositories,13.39,3.39,13.3,True,False,0.1339,1.16,,,
1839,019869939710,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Chewables, 100 CT",CVS Health,Digestive Health,Chewables,9.98,2.58,6.8,True,False,0.4868,4.62,,,
1840,076745716322,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Chewables, 100 CT Value Size",CVS Health,Digestive Health,Chewables,17.96,4.62,11.0,True,False,0.4073,4.87,,,
1841,022021068913,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Chewables, 200 CT",CVS Health,Digestive Health,Chewables,13.47,3.63,12.8,True,False,0.4908,13.34,,,
1842,091125096214,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Chewables, 200 CT Super Size",CVS Health,Digestive Health,Chewables,26.27,9.85,22.5,True,False,0.4186,9.89,,,
1843,080756063306,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Chewables, 30 CT",CVS Health,Digestive Health,Chewables,4.99,1.46,2.6,True,False,0.5133,5.95,,,
1844,082605058785,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Chewables, 30 CT Bulk Pack",CVS Health,Digestive Health,Chewables,17.46,4.82,8.2,True,False,0.4519,4.32,,,
1845,031641102044,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Chewables, 30 CT Max Pack",CVS Health,Digestive Health,Chewables,12.97,3.73,6.1,True,False,0.4493,10.68,,,
1846,058236514587,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Chewables, 60 CT",CVS Health,Digestive Health,Chewables,7.73,2.81,4.4,True,False,0.4545,3.8,,,
1847,062487544279,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Chewables, 60 CT Jumbo Pack",CVS Health,Digestive Health,Chewables,21.64,6.64,11.1,True,False,0.414,3.01,,,
1848,067509581683,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Liquid, 16 FL OZ",CVS Health,Digestive Health,Liquid,8.78,2.8,17.3,True,False,0.5476,12.59,,,
1849,015849026548,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Liquid, 16 FL OZ Bulk Pack",CVS Health,Digestive Health,Liquid,30.73,10.81,54.5,True,False,0.497,7.74,,,
1850,054414272768,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Liquid, 16 FL OZ Max Pack",CVS Health,Digestive Health,Liquid,22.83,7.56,40.5,True,False,0.4575,7.85,,,
1851,002564612408,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Liquid, 32 FL OZ",CVS Health,Digestive Health,Liquid,14.27,4.69,34.1,True,False,0.5621,14.55,,,
1852,028032037016,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Liquid, 32 FL OZ Club Pack",CVS Health,Digestive Health,Liquid,42.81,16.76,92.1,True,False,0.472,7.25,,,
1853,079632514186,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Liquid, 32 FL OZ Super Size",CVS Health,Digestive Health,Liquid,27.83,9.49,59.8,True,False,0.4886,11.62,,,
1854,081121157651,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Liquid, 8 FL OZ",CVS Health,Digestive Health,Liquid,5.49,1.99,8.9,True,False,0.5705,12.02,,,
1855,052950226061,"CVS Health Bismuth Subsalicylate Upset Stomach Relief Liquid, 8 FL OZ Max Pack",CVS Health,Digestive Health,Liquid,14.27,4.69,20.8,True,False,0.5145,7.89,,,
